parent_asin,title,family,leaf_category,quality_tier,predicted_pool_member,selection_frequency,rating_number,test_event_count,max_history_length,quality_history_13,quality_history_10_rating_4,quality_catalog_history,average_rating,metadata_nonempty_count
B00NTSEZ7O,Rockport Cobb Hill Women's Wise CH Flat,shoes,Flats,low_likelihood,False,0.0,33.0,1.0,9,0,0,0,4.2,8.0
B00NXBXG0Y,Jane Stone Fashion Statement Necklace Bling Rhinestone Choker Collar Chunky Jewelry,jewelry,Chokers,low_likelihood,False,0.0,267.0,1.0,5,0,0,0,4.2,8.0
B00NXH02LO,Russell Athletic Big Boys' Fleece Full Zip with Hood,clothing,Fashion Hoodies & Sweatshirts,low_likelihood,False,0.0,280.0,1.0,7,0,0,1,4.4,8.0
B00O0RRR50,Women Genuine Leather Sling Purse Handbag Shoulder Bag Backpack Slouch Organizer with Free Wayfarer REVO Sunglasses,unclassified,Women,low_likelihood,False,0.0,243.0,1.0,5,0,0,0,3.7,9.0
B00O2QM0MO,Choppers Padded Bikers Sport Sunglasses Offered in Variety of Colors,accessories,Sunglasses,low_likelihood,False,0.0,151.0,1.0,4,0,0,0,4.3,9.0
B00O6VZQJ4,ANTS Women's V-Neck Chiffon Bridesmaid Dresses Short Prom Gown,clothing,Dresses,low_likelihood,False,0.0,252.0,1.0,4,0,0,0,3.5,8.0
B00OHYRN7S,The Walking Dead Daryl Dixon Wings Messenger Bag,luggage,Messenger Bags,low_likelihood,False,0.0,223.0,1.0,6,0,0,0,4.6,8.0
B00ON3ASRK,Koehler 10016188 12.375 Inch Helping Hands Jewelry Holder,"shoe, jewelry & watch accessories",Jewelry Towers,low_likelihood,False,0.0,82.0,1.0,4,0,0,0,4.2,9.0
B00OQ22TOS,Dazzlingrock Collection Round Ruby or Diamond Dainty Eternity Stackable Band for Her in Gold,jewelry,Eternity Rings,low_likelihood,False,0.0,55.0,1.0,6,0,0,0,4.3,8.0
B00P1OFS5W,Large Face 7mm Fire Opal Orange Stainless Steel Stud Earrings with Deep Red-orange Cubic Ziconia Accents,jewelry,Stud,low_likelihood,False,0.0,21.0,1.0,4,0,0,0,4.3,9.0
B00P36YGFQ,BuyChic Men's Cosplay Costume Jacket with Hood Hooded Multi Colors,costumes & accessories,"Robes, Capes & Jackets",low_likelihood,False,0.0,669.0,1.0,4,0,0,0,4.1,8.0
B00PU05122,Genluna Women Autumn Hollow Long Sleeve Lace Chiffon T-shirt Tops Casual Blouses,clothing,T-Shirts,low_likelihood,False,0.0,87.0,1.0,4,0,0,0,2.9,8.0
B00Q5NIBMA,Chrissy's Socks Women's Argyle Knee High Socks,clothing,Socks,low_likelihood,False,0.0,50.0,2.0,17,1,2,0,4.3,9.0
B00QIR1VF2,ArRord Fashion Crown Women's Transparent Rhinestone Statement Rings,jewelry,Statement,low_likelihood,False,0.0,192.0,2.0,5,0,0,0,3.5,6.0
B00QSWMPOI,Natural Black Tourmaline Amulet for Meditation (heavy stone aprx 2.5 oz each),jewelry,Pendant Necklaces,low_likelihood,False,0.0,154.0,2.0,4,0,0,0,4.3,6.0
B00R8L28CW,Corkys Dance Sneaker Bright Multi (8),shoes,Oxfords,low_likelihood,False,0.0,70.0,1.0,5,0,0,0,4.2,6.0
B00RFAR2M2,San Diego Hat Company Women's One Size Seagrass Gambler with Poly Chiffon Band,accessories,Hats & Caps,low_likelihood,False,0.0,37.0,1.0,4,0,0,0,4.0,8.0
B00RQNNSQM,Bandana Headbands for Women Moisture Wicking Athletic Sports Headbands,accessories,Headbands,low_likelihood,False,0.0,334.0,1.0,5,0,0,0,4.3,7.0
B00RUB159C,Ever-Pretty Womens Three-Quarter Lace Sleeves Floor Length Bridesmaid Dress 16 US White ?,clothing,Wedding Dresses,low_likelihood,False,0.0,29.0,1.0,4,0,0,0,3.5,7.0
B00RV4ZIK0,Mossy Oak Men's Adult Printed Hooded Sweatshirt,clothing,Hoodies,low_likelihood,False,0.0,174.0,1.0,4,0,0,0,4.5,9.0
B00S8TYKTC,INPINK Fashion Jewelry Mykonos Starfish and Sand Dollar Pendant Necklace and Earrings Set,jewelry,Jewelry Sets,low_likelihood,False,0.0,21.0,1.0,4,0,0,0,3.9,7.0
B00SJ7QZU0,"SPANX Women's in & Out Cami, Powder, Medium",clothing,Tops,low_likelihood,False,0.0,12.0,1.0,5,0,0,0,4.2,8.0
B00SLQ3LZG,Vionic Women Slip On Sneakers Shoes Action Heritage Black Shoes SZ 7,shoes,Shoes,low_likelihood,False,0.0,33.0,1.0,6,0,0,1,3.3,8.0
B00T6N9Q4I,Norcross PVC Knee Boot,boot shop,Rain,low_likelihood,False,0.0,23.0,2.0,4,0,0,0,4.2,9.0
B00TE1O9SU,"BEARPAW Women's Suede Phyllis Slip On Winter Boots (Hickory, 7)",shoes,Shoes,low_likelihood,False,0.0,11.0,1.0,5,0,0,0,3.3,7.0
B00TECD6HY,Set of 10 Pair Stud Earrings Stainless Steel Round Ball & Black Cubic Zirconia Black Tone,jewelry,Ball,low_likelihood,False,0.0,19.0,1.0,5,0,0,0,4.3,9.0
B00TXN9JJI,Sockwell Women's Orbital Stripe Moderate Graduated Compression Sock,clothing,Base Layers & Compression,low_likelihood,False,0.0,19.0,3.0,6,0,0,0,4.6,8.0
B00U23O4UC,Dunham Men's Gavin-dun Chukka Boot,boot shop,Chukka,low_likelihood,False,0.0,48.0,1.0,14,1,0,0,4.3,8.0
B00UBOPUZK,White Vintage Floral Dress for Garden Tea Party 1950s Wiggle Dresses (XL),clothing,Work,low_likelihood,False,0.0,109.0,1.0,5,0,0,0,3.9,7.0
B00UCZEY0A,Mountain Khakis Women's Wanderlust Fleece Jacket,clothing,Fleece,low_likelihood,False,0.0,15.0,1.0,12,0,1,0,4.1,8.0
B00UDMC404,Vince Camuto Rizo Cross-Body Bag,bags,Crossbody Bags,low_likelihood,False,0.0,34.0,1.0,4,0,0,0,4.2,8.0
B00UJCEAAA,FRYE Women's Celia Shearling Short Winter Boot,boot shop,Shearling,low_likelihood,False,0.0,40.0,1.0,7,0,0,0,4.1,7.0
B00UVBSQVI,Walleva Replacement Lenses for Oakley Tightrope Sunglasses-9 Options Available,accessories,Replacement Sunglass Lenses,low_likelihood,False,0.0,4.0,1.0,8,0,0,1,4.8,8.0
B00VJOTMIC,LERDU Women's Scarf Necklace Ladies Gift Idea Versatile Unique Pendant Scarfs Infinity Scarf with Jewelry Accessory,accessories,Fashion Scarves,low_likelihood,False,0.0,649.0,1.0,4,0,0,0,4.2,8.0
B00VTGIPWO,Mizuno Men's 9 Spike Advanced Erupt 3 Softball Cleat,shoes,Baseball & Softball,low_likelihood,False,0.0,1041.0,1.0,8,0,0,0,4.5,8.0
B00VX5UJ2U,Ashir Aley Embroidered Peasant Dressy Tops 3/4 Sleeve Mexican Blouse,clothing,Blouses & Button-Down Shirts,low_likelihood,False,0.0,22.0,2.0,6,0,0,0,3.6,8.0
B00W57TS6S,Polo Ralph Lauren Mens 3-Pack Tank Top,clothing,Undershirts,low_likelihood,False,0.0,312.0,1.0,6,0,0,0,4.6,7.0
B00W57WH8Y,Polo Ralph Lauren Men's 3-Pack Knit Boxer White X-Large,clothing,Boxers,low_likelihood,False,0.0,27.0,1.0,4,0,0,0,4.5,7.0
B00W8VUDCO,"3C Products SV2600,ANSI/ISEA Class 2,High Visibility Mesh Vest,2” Reflective w/Yellow binding, Zipper,9 Pockets, Neon Orange",clothing,Outerwear,low_likelihood,False,0.0,106.0,1.0,4,0,0,0,4.4,9.0
B00WH92M3K,Casio - Baby-G - Urban Glide Series - Pink - BGA180-4B3,sport watches,Sport Watches,low_likelihood,False,0.0,26.0,1.0,4,0,0,0,3.9,8.0
B00WLW539S,Forum Novelties Men's Chicken Fight Costume,costumes & accessories,Costumes,low_likelihood,False,0.0,194.0,2.0,7,0,0,1,4.5,9.0
B00X4IEVPA,"Peora Genuine Baltic Amber Ring for Women in Sterling Silver, Rich Cognac Color, Marquise Shape Elliptical Solitaire, Comfort Fit, Sizes 5 to 9",jewelry,Statement,low_likelihood,False,0.0,83.0,1.0,5,0,0,0,4.6,8.0
B00X627PIO,Sports Novelties Wig,costumes & accessories,Wigs,low_likelihood,False,0.0,63.0,1.0,4,0,0,1,4.1,8.0
B00XAT5MU6,Smartwool Ethno Graphic Crew Sock - Women's,clothing,Athletic Socks,low_likelihood,False,0.0,559.0,2.0,11,0,1,0,4.7,7.0
B00XBB9IBW,REINDEAR 12 Pcs Belly Dance Skirt Scarf Hip Wrap Belt Wholesale Voile Coin,clothing,Skirts,low_likelihood,False,0.0,41.0,1.0,5,0,0,0,4.2,9.0
B00XBUE8JA,Ularmo Pregnant Maternity Clothes Nursing Tops Breastfeeding Vest T-Shirt,clothing,T-Shirts,low_likelihood,False,0.0,41.0,1.0,4,0,0,0,3.2,7.0
B00XG1WDL4,Sunny Home Men's Rose Floral Lapel Stick Handmade Boutonniere Lapel Flower for Suit,clothing,Buttons & Pins,low_likelihood,False,0.0,121.0,1.0,13,1,0,1,4.6,9.0
B00XLEAED0,Reebok Women's Athletic Quarter Sock with Dual Feed 6-Pack,clothing,Athletic Socks,low_likelihood,False,0.0,103.0,1.0,5,0,0,0,4.0,7.0
B00XTAVDFY,"SHOE ARTISTS Big Foot Safety Steel Toe 6 Inch Leather Work Boot, Men",shoes,Industrial & Construction Boots,low_likelihood,False,0.0,17.0,1.0,5,0,0,0,3.2,8.0
B00XTMHNUQ,CostumeDeals Women's Long Satin Robes Floral Kimono Bathrobe Bridal Dressing Gown Lightweight Bridesmaid Sleepwear,unclassified,Women,low_likelihood,False,0.0,262.0,1.0,11,0,1,0,4.3,8.0
B00YN0BJ3U,Wowlife Women Bra Extender Strap 4 Hooks 3 Rows Assorted Colors Pack of 15,clothing,Bra Extenders,low_likelihood,False,0.0,414.0,1.0,7,0,0,0,4.5,8.0
B00Z5HJ82O,"Kstyle Jewelry Mens Stainless Steel Ring, Vintage, Fashion, MC KR2008",jewelry,Rings,low_likelihood,False,0.0,39.0,1.0,4,0,0,0,4.2,8.0
B00ZBWCROY,FRYE Melissa Bucket Shoulder Bag,bags,Shoulder Bags,low_likelihood,False,0.0,60.0,2.0,7,0,0,0,4.7,8.0
B00ZCKRWOA,New Balance Women's 3 Pack Core Cotton Quarter Socks,clothing,Clothing,low_likelihood,False,0.0,41.0,2.0,15,1,1,0,4.4,8.0
B00ZG20HP0,"Travel Polishing Cloth Made in USA for Cleaning Silver, Gold and Platinum Jewelry, Watch, Coins. All Cotton, Non Toxic Cleaner 7.5 x 8 in. Tarnish Remover Protects and Keeps Jewelry Clean and Shiny","shoe, jewelry & watch accessories",Cleaning & Care,low_likelihood,False,0.0,855.0,2.0,6,0,0,0,4.6,8.0
B0102GNOHW,Keds Women's Double Decker Leopard Wool,shoes,Fashion Sneakers,low_likelihood,False,0.0,29.0,1.0,4,0,0,0,3.7,8.0
B0102I5F0O,adidas Performance Women's Adipure 360.3 W Training Shoe,shoes,Fitness & Cross-Training,low_likelihood,False,0.0,91.0,1.0,9,0,0,1,4.2,8.0
B0103J4TWC,Trick Or Treat Studios Adult Captain Spaulding Costume,costumes & accessories,Costumes,low_likelihood,False,0.0,196.0,2.0,5,0,0,0,4.3,9.0
B010B0BUN4,"Simplicity AMC Metal Spike Punk Rock Wide Strap Synthetic Leather Bracelet Buckle,Black",jewelry,Wrap,low_likelihood,False,0.0,19.0,1.0,5,0,0,0,3.5,6.0
B010H7XUCU,Levi's Men's 4 Pack 168 Series Solid Crew Socks,clothing,Socks,low_likelihood,False,0.0,29.0,1.0,4,0,0,0,3.7,7.0
B010HDVJ68,MOWOM Silver Gold Tone 7mm Wedding Rings for Mens Women Water Resistant Stainless Steel Promise Bands Engraved Florentine Design,jewelry,Jewelry,low_likelihood,False,0.0,93.0,1.0,4,0,0,0,4.1,8.0
B010XD6XT0,Umbra Trinket Earring Tree,"shoe, jewelry & watch accessories",Jewelry Towers,low_likelihood,False,0.0,58.0,1.0,5,0,0,0,3.9,8.0
B01166FT1G,Loving People Solid Turtle Mock Neck Tops,clothing,"Tops, Tees & Blouses",low_likelihood,False,0.0,270.0,1.0,5,0,0,0,4.3,8.0
B0116NVPM6,Seychelles Women's Tigers Eye Ballet Flat,shoes,Loafers & Slip-Ons,low_likelihood,False,0.0,58.0,2.0,6,0,0,0,3.3,8.0
B0118ZE6Y6,ASICS Women's Noosa Tri 11 Running Shoes,shoes,Road Running,low_likelihood,False,0.0,2303.0,1.0,7,0,0,0,4.7,8.0
B011PTO1VI,Acorn Women's Spa Thong with Premium Memory Foam,shoes,Slippers,low_likelihood,False,0.0,218.0,2.0,7,0,0,0,4.2,8.0
B012EKZPZI,SA106 Glass Lens Black Classic Narrow Rectangular Plastic Spring Hinge Sunglasses,accessories,Sunglasses,low_likelihood,False,0.0,110.0,2.0,10,0,1,1,4.1,8.0
B013EK236G,Luvable Friends Unisex Baby Crib Shoes,shoes,Mary Jane,low_likelihood,False,0.0,70.0,1.0,11,0,1,0,3.9,9.0
B013GFKK8M,Falari Elephant Lucky Charm Natural Stone Bracelet,jewelry,Strand,low_likelihood,False,0.0,143.0,2.0,5,0,0,0,4.3,9.0
B013LCULXY,"ClorisAccessory Raven Skull Stainless Steel Necklace Silver Black Color Antique, 18"" to 30""",jewelry,Necklaces,low_likelihood,False,0.0,141.0,2.0,6,0,0,0,4.7,8.0
B013R0V8BE,Danner Klinger 7 Inch Boot,boot shop,Work & Safety,low_likelihood,False,0.0,39.0,1.0,6,0,0,0,4.3,9.0
B0142JCKBQ,SEXYARN Women's Batwing Tassels Poncho Cape Winter Knit Sweater Cloak,clothing,Pullovers,low_likelihood,False,0.0,23.0,1.0,4,0,0,0,3.0,7.0
B01471TZSU,Fila Men's Stir Up Running Shoe,shoes,Running,low_likelihood,False,0.0,82.0,2.0,7,0,0,0,3.6,8.0
B014827ORM,ROPALIA Women Floral Mini Skater Dress See-Through Party Evening Cocktail Dress,westlake,Westlake,low_likelihood,False,0.0,19.0,1.0,4,0,0,0,2.9,7.0
B014FTXY9U,Ivy and Max Gold Finish White Enamel Multi-Color Hearts Girls Bangle Bracelet,jewelry,Bangle,low_likelihood,False,0.0,77.0,1.0,4,0,0,0,4.3,9.0
B014GN2OWS,Yellow Box Women's Jello Sandal,shoes,Sandals,low_likelihood,False,0.0,341.0,1.0,5,0,0,1,4.5,9.0
B014KO58NA,CloudLine Merino Wool Medium Cushion Hiking Socks - Large - Hi-Vis Orange,clothing,Athletic Socks,low_likelihood,False,0.0,31.0,3.0,5,0,0,0,4.8,7.0
B014VH1BE6,Birdwell Men's 310 Nylon Boardshorts,clothing,Board Shorts,low_likelihood,False,0.0,221.0,3.0,6,0,0,0,4.4,8.0
B0151WOJXA,Andrew Scott Men's 3 Pack Super Light Weight Lounge Sleep Pants,clothing,Sleep Bottoms,low_likelihood,False,0.0,312.0,1.0,7,0,0,1,3.4,8.0
B0159W2YDO,Invicta Men's 19836SYB Pro Diver Analog Display Swiss Quartz Silver-Tone Watch,watches,Wrist Watches,low_likelihood,False,0.0,53.0,1.0,7,0,0,0,4.0,9.0
B015H78BTW,Hanes Men's Cushion Ankle Socks 6-Pack_Black_10-13,clothing,Liners & Ankle Socks,low_likelihood,False,0.0,163.0,2.0,8,0,0,1,4.5,8.0
B015WIGATY,Jed North Bodybuilding Workout Stringer Gym Tank Top Singlet Racerback,clothing,Tank Tops,low_likelihood,False,0.0,509.0,1.0,7,0,0,0,4.3,8.0
B015ZXDQFM,Casio G-SHOCK MUDMASTER Mens Watch GWG-1000-1ADR,watches,Wrist Watches,low_likelihood,False,0.0,108.0,1.0,5,0,0,0,4.5,9.0
B016CCHJBC,"Forum Novelties Child's Colonial Bonnet Hat, White",costumes & accessories,Costumes,low_likelihood,False,0.0,166.0,1.0,7,0,0,0,4.5,9.0
B016H2I1YQ,DAZCOS Adult US Size Kakashi Hatake Vest Cosplay Costume (Men M) Green,costumes & accessories,Costumes,low_likelihood,False,0.0,274.0,1.0,8,0,0,0,4.8,6.0
B016J5VZ4Y,"4 Pack: Active Basic Cami Tanks (Large, N.Pink/N.Orange/N.Yellow/Blue)",clothing,Camisoles & Tanks,low_likelihood,False,0.0,10.0,1.0,5,0,0,0,4.1,8.0
B016KJE6FE,ARIAT Women's Faux Gator Concho Belt,accessories,Belts,low_likelihood,False,0.0,23.0,1.0,4,0,0,0,4.1,6.0
B016N918A2,"Genuine One Piece Full Grain Buffalo Leather Casual Jean Belt 1-1/2""(38mm) Wide, Big and Tall Size Up to 60""",accessories,Belts,low_likelihood,False,0.0,354.0,2.0,7,0,0,0,4.5,9.0
B016YUN4Y8,"Lucky Love (TM) Marled Crew Length Camp Boot Socks for Women, 2 & 3 Pack Options",clothing,Socks,low_likelihood,False,0.0,86.0,1.0,4,0,0,0,4.0,6.0
B0170O4CI4,Elowel Girls Santa Christmas 2 Piece Kids Pajamas Set 100% Cotton (Size6M-12Y),clothing,Pajama Sets,low_likelihood,False,0.0,409.0,1.0,5,0,0,0,4.4,9.0
B017AR318S,"Sport-it Yoga Pants for Women, Workout Running Leggings with Pockets and Tummy Control, Black Athletic High Waisted Tights",clothing,Leggings,low_likelihood,False,0.0,361.0,2.0,6,0,0,0,4.4,7.0
B017BV70EY,BOHG Jewelry Womens 18K Rose Gold Plated Fashion Cubic Zirconia CZ Princess Crown Tiara Ring Wedding Band,jewelry,Bands,low_likelihood,False,0.0,214.0,1.0,4,0,0,0,3.7,9.0
B017FIK3TC,Swish Compact Travel Umbrella with Auto Open Close (Black),luggage,Stick Umbrellas,low_likelihood,False,0.0,124.0,1.0,4,0,0,0,3.7,7.0
B017I6L29G,Allegra K Women's Striped Baseball Tee V Neck T-Shirts Long Raglan Sleeve Top Medium Fuchsia,clothing,T-Shirts,low_likelihood,False,0.0,56.0,1.0,5,0,0,0,3.8,7.0
B017SPMSS6,megko Fashion Women's Bangle Cuff Bracelet Analog Watch Crystal Round Dial White- Silver Tone,watches,Wrist Watches,low_likelihood,False,0.0,45.0,1.0,8,0,0,1,3.9,8.0
B017WP9BL4,Giro Ambient Winter Adult Unisex Cycling Cap,clothing,Caps,low_likelihood,False,0.0,25.0,2.0,7,0,0,0,4.5,9.0
B01851U1IQ,adidas Capital Sling Backpack,luggage,Casual Daypacks,low_likelihood,False,0.0,75.0,1.0,6,0,0,0,4.4,8.0
B0187BDTSS,Mizuno Men's Wave Legend 3 Running Shoe,shoes,Road Running,low_likelihood,False,0.0,181.0,2.0,5,0,0,0,4.3,8.0
B0188GOVOI,Keebon Apparel Women's Faux Fur Lined Fashion Military Hoodie Coat Jacket,clothing,Fur & Faux Fur,low_likelihood,False,0.0,77.0,1.0,9,0,0,0,4.1,8.0
B018G4RIDI,Fashion Womens Lady Long Curly Wavy Hair Full Wigs Cosplay Party Anime Lolita Wig 100cm,costumes & accessories,Wigs,low_likelihood,False,0.0,200.0,2.0,9,0,0,0,3.9,8.0
B018IMTCUK,"Pierced Owl 316L Surgical Steel Tree of Life Double Flared Plug Guages, Sold as a Pair (10mm (00GA))",jewelry,Tunnels,low_likelihood,False,0.0,53.0,1.0,5,0,0,0,4.1,6.0
B018MSDI6Y,Rothco Deluxe EMT Pant,clothing,Pants,low_likelihood,False,0.0,276.0,2.0,4,0,0,0,4.2,9.0
B018MUFW2A,Rothco G.I. Type Military Rip-Stop Poncho,luggage,Casual Daypacks,low_likelihood,False,0.0,177.0,2.0,5,0,0,0,3.8,9.0
B018NHGNZ2,"Next Level Women's Lightweight V-Neck Jersey T-Shirt, Medium, Light`",clothing,T-Shirts,low_likelihood,False,0.0,93.0,1.0,5,0,0,0,4.2,9.0
B0196PONNY,Bolbove Cute Owl on Leaves Sparkling Charm Blingbling Keychain Crystal Rhinestone Pendant,clothing,Keychains,low_likelihood,False,0.0,135.0,1.0,24,1,1,0,4.5,8.0
B019C30Z5K,"Vetoo 02 Watch Bands,for Moto 360 2nd Gen 46mm, Pebble Time, Time Steel, Classic, ASUS ZenWatch WI500Q, WI501Q, Samsung Gear 2 R380, Neo R381, Live R382, LG G Watch W104, Urbane,",watches,Watch Bands,low_likelihood,False,0.0,183.0,2.0,7,0,0,0,3.3,7.0
B019P5WRLK,Feathers Boys White Tank Top 100% Cotton Tagless Undershirts 3-Pack,clothing,Undershirts,low_likelihood,False,0.0,977.0,2.0,4,0,0,0,4.7,8.0
B019YJWYBA,Skechers USA Men's Corven Horst Slip-On Loafer,shoes,Loafers & Slip-Ons,low_likelihood,False,0.0,135.0,2.0,6,0,0,0,4.6,8.0
B019ZVUAGI,Dansko Women's Dabney Boot,shoes,Boots,low_likelihood,False,0.0,135.0,1.0,4,0,0,0,4.4,8.0
B01A4DPM3C,"BSLINO 8-36 Months Cute Baby Girl Mary Jane Toddler Anti Slip Skid Strap Foot Socks + Gift Bag + Gift Card, Stripes No-Show Crew Boat Socks Footsocks Sneakers, Pack of 5",accessories,Socks,low_likelihood,False,0.0,138.0,1.0,6,0,0,0,4.2,8.0
B01A6LZQ60,Crocs Sarah Mule Clog,shoes,Mules & Clogs,low_likelihood,False,0.0,542.0,1.0,4,0,0,0,3.8,8.0
B01A7K2JF6,Star Vixen Women's Sleeveless Black Stripe Color-Block Sleeveless Maxi Dress,clothing,Casual,low_likelihood,False,0.0,128.0,1.0,7,0,0,0,3.7,9.0
B01AD159O2,Bostonian Men's Tifton Edge Oxford,shoes,Oxfords,low_likelihood,False,0.0,112.0,2.0,6,0,0,0,4.5,8.0
B01AMK9SKK,Men's Newsboy Linen Applejack Gatsby Collection Ivy Hats - Khaki,accessories,Accessories,low_likelihood,False,0.0,38.0,1.0,4,0,0,0,3.9,6.0
B01ANPA5NS,D&K Monarchy Women's Seamless Full Length Thermal Leggings,clothing,Leggings,low_likelihood,False,0.0,154.0,1.0,5,0,0,0,3.9,8.0
B01AWZCK64,Boma Jewelry Sterling Silver Bird Stud Earrings,jewelry,Stud,low_likelihood,False,0.0,135.0,1.0,6,0,0,0,4.4,8.0
B01AX1HGWK,"14K New Gold Plated Mens Iced Out Ruby Octagon Hip Hop Pendant with 3mm 24"" Rope Chain",jewelry,Necklaces,low_likelihood,False,0.0,78.0,1.0,5,0,0,1,4.0,8.0
B01AXYMLZE,Cremation Jewelry for Ashes Keepsake Necklace - Black Fish Fishing Hook Necklaces Cremation Urn Necklace for Ashes Stainless Steel Waterproof Memorial Pendant for Men Women,jewelry,Pendant Necklaces,low_likelihood,False,0.0,284.0,2.0,4,0,0,0,4.7,8.0
B01B9WWUM8,Skechers Kids Juicy Smash Game Kicks 2 Sneaker (Little Kid),shoes,Sneakers,low_likelihood,False,0.0,68.0,2.0,5,0,0,0,4.2,8.0
B01BLUCCGM,"Hoops & Loops 925 Sterling Silver 5mm Thick High Polished Circle Chunky Click-Top Hoop Earrings for Women and Teen Girls, Sterling Silver, Yellow & Rose Gold Flash Plated 20mm-40mm",jewelry,Hoop,low_likelihood,False,0.0,115.0,1.0,4,0,0,0,4.3,9.0
B01BNU27AG,LMB | Women’s Soft & Warm Leggings | Fleece Lining Yoga Pants | Multiple Colors,clothing,Leggings,low_likelihood,False,0.0,149.0,1.0,5,0,0,0,4.1,8.0
B01BTGPMYM,Teva Men's M Arrowood Lux Mid Waterproof Hiking Boot,shoes,Hiking Boots,low_likelihood,False,0.0,140.0,1.0,9,0,0,0,4.1,8.0
B01BZOZQ7Q,RYKA Women's Jamboree Fashion Sneaker,shoes,Fashion Sneakers,low_likelihood,False,0.0,134.0,2.0,8,0,0,1,3.9,9.0
B01C3GWGX2,Roxy Women's MARI Strappy Gladiator Sandal,shoes,Flats,low_likelihood,False,0.0,23.0,1.0,4,0,0,0,4.3,8.0
B01C4U3GX6,Carhartt Women's The Iris Glove,accessories,Cold Weather Gloves,low_likelihood,False,0.0,251.0,2.0,12,0,1,0,4.7,9.0
B01C5KBM6I,Hair Straightener Flat Iron 1 Inch Ceramic Hair Straightener #XX002,accessories,Wallets,low_likelihood,False,0.0,77.0,1.0,8,0,0,0,3.7,6.0
B01C7YEW82,California Costumes Men's Mobster Costume,costumes & accessories,Costumes,low_likelihood,False,0.0,148.0,1.0,4,0,0,0,3.9,9.0
B01C9A8ROY,Katia 50K Little Girls Strappy Buckled Fringe Gladiator Flat Sandals,shoes,Sandals,low_likelihood,False,0.0,65.0,1.0,4,0,0,0,4.3,9.0
B01CEBBO2U,Disney Minnie Mouse Adult Vintage Articulating Hands Analog Quartz Watch,watches,Wrist Watches,low_likelihood,False,0.0,111.0,1.0,11,0,1,0,4.7,9.0
B01CG91FUQ,Girl's Fish Scale Mermaid Print Gym Wear Leggings with High Compression 20M,westlake,Westlake,low_likelihood,False,0.0,47.0,1.0,5,0,0,0,3.5,7.0
B01CGUCV6C,Renaissance Long Sleeve White Blouse Women Shirt,costumes & accessories,Tops & Corsets,low_likelihood,False,0.0,19.0,1.0,5,0,0,0,3.4,9.0
B01CNC7M2G,Saferin Women's Kentucky Derby Party Church Wedding Floral Organza Hat Black with Bowknot One Size,accessories,Fascinators,low_likelihood,False,0.0,71.0,2.0,5,0,0,0,4.3,7.0
B01COS3TIU,"Ekouaer Womens Sleepwear Dress Lace Trimmed Chemise Sleepshirts,Viscose-light Blue,Large",clothing,Nightgowns & Sleepshirts,low_likelihood,False,0.0,152.0,2.0,6,0,0,0,4.1,8.0
B01CQL5ZAK,"Men's Slim Fit Casual One Button Blazer Jacket (1416 Burgundy, M)",clothing,Sport Coats & Blazers,low_likelihood,False,0.0,39.0,1.0,4,0,0,0,4.0,7.0
B01CTYX6O6,"Leg Avenue Women's Plus Size Alice in Wonderland Costume, Blue/White",clothing,Costumes,low_likelihood,False,0.0,257.0,1.0,5,0,0,0,4.5,8.0
B01CVNV10G,WWE Sting Mask,costumes & accessories,Masks,low_likelihood,False,0.0,59.0,1.0,5,0,0,0,4.1,9.0
B01DFQMI8C,adidas Performance Men's X 16.2 Fg Soccer Shoe,shoes,Soccer,low_likelihood,False,0.0,164.0,2.0,8,0,0,1,4.4,8.0
B01DKV14JQ,HDE Womens Roll Up Sun Hats Straw Visor Beach Bonnet Cap,accessories,Sun Hats,low_likelihood,False,0.0,53.0,1.0,4,0,0,0,3.8,7.0
B01DL44AZ2,Military Productions US Navy Vietnam Veteran Cap,clothing,Accessories,low_likelihood,False,0.0,78.0,1.0,5,0,0,0,4.8,6.0
B01DMRY89Q,U.S. Polo Assn.(Women's) Women's Pike Winter Boot,boot shop,Snow & Cold Weather,low_likelihood,False,0.0,83.0,1.0,4,0,0,0,3.9,8.0
B01DOWDE4Y,She Lian Womens Vintage Colorful Crystal Leaf Ear Jackets for Stud Earrings,jewelry,Stud,low_likelihood,False,0.0,19.0,1.0,6,0,0,0,4.2,8.0
B01DQ2CE6Q,MedPro Women's Contrast Trimmed Solid Medical Scrub Set Mock Wrap Top and Cargo Pants,clothing,Scrub Sets,low_likelihood,False,0.0,1594.0,1.0,5,0,0,0,3.9,8.0
B01DYJPGSO,2MM Tiny Ice White Simulated Cubic Zirconia 925 Sterling Silver Solitaire Stud Post Earrings Second Hole Cartilage,jewelry,Stud,low_likelihood,False,0.0,92.0,1.0,4,0,0,0,4.0,6.0
B01E3ARFZU,TAM WARE Womens Front Zip Long Sleeve Bodycon Midi Dress,clothing,Cocktail,low_likelihood,False,0.0,474.0,1.0,5,0,0,0,4.1,7.0
B01EF1FB5I,Thin Blue Line American Flag Lapel Pin - Set of 6,clothing,Buttons & Pins,low_likelihood,False,0.0,111.0,1.0,4,0,0,0,4.7,9.0
B01EM470LQ,Star Vixen Women's Elbow Sleeve Hanky Hem Tunic,clothing,Tunics,low_likelihood,False,0.0,48.0,1.0,9,0,0,1,4.1,9.0
